,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
2835,71217,ZAF,Asia-Pacific Group,RBAP,2013,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",65000,5461,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2836,37043,ZAF,Asia-Pacific Group,RBAP,2013,GVEP - Global Village Energy Partnership in South Africa,GVEP - Global Village Energy Partnership in South Africa,[],0,-1853,[],['Others'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,0
2837,61141,ZAF,Asia-Pacific Group,RBAP,2014,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",176350,166209,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2838,74813,ZAF,Asia-Pacific Group,RBAP,2014,South Africa Wind Energy Project Phase II,The project goal is to reduce greenhouse gas emissions generated by thermal power generation in the national interconnected system.,"[{'code': '5', 'name': 'Risk Reduction'}]",89946,73446,[],['Others'],['Global Environment Fund Truste'],Non-VF,116156
2839,71217,ZAF,Asia-Pacific Group,RBAP,2014,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",0,-18,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2840,61141,ZAF,Asia-Pacific Group,RBAP,2015,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",405000,301654,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2841,71217,ZAF,Asia-Pacific Group,RBAP,2015,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",79678,29607,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2842,74813,ZAF,Asia-Pacific Group,RBAP,2015,South Africa Wind Energy Project Phase II,The project goal is to reduce greenhouse gas emissions generated by thermal power generation in the national interconnected system.,"[{'code': '5', 'name': 'Risk Reduction'}]",26210,1810,[],['Others'],['Global Environment Fund Truste'],Non-VF,116156
2843,61141,ZAF,Asia-Pacific Group,RBAP,2016,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1038107,887547,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2844,71217,ZAF,Asia-Pacific Group,RBAP,2016,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",125058,105678,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2845,90545,ZAF,Asia-Pacific Group,RBAP,2016,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",19237,19232,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2846,61974,ZAF,Asia-Pacific Group,RBAP,2016,"Techn Support to CC, Green Economy and Incluive Growth",Support in programming activities for implementation of ‘green economy’ provided to support the transformation of the economy,"[{'code': '1', 'name': 'Inclusive Growth'}]",7040,0,[7],['Others'],"['UNITED NATIONS', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,221947
2847,90545,ZAF,Asia-Pacific Group,RBAP,2017,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",1233426,311073,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2848,61141,ZAF,Asia-Pacific Group,RBAP,2017,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",622932,429507,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2849,96730,ZAF,Asia-Pacific Group,RBAP,2017,Leapfrogging markets to high efficiency products,Leapfrogging South Africas markets to high efficiency LED Lighting and high efficiency distribution transformers.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",99608,40523,"[13, 7, 9]",['Enhance national prevention and recovery capacities for resilient societies'],['Global Environment Fund Truste'],Non-VF,189208
2850,71217,ZAF,Asia-Pacific Group,RBAP,2017,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",65820,61272,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2851,95161,ZAF,Asia-Pacific Group,RBAP,2017,Centre for Trade & Regional Industrialisation,The purpose of this initiative is to institutionalize the experience and knowledge acquired from 20 years of trade negotiations,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",51826,51826,"[1, 7]",['Keeping people out of poverty'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,61826
2852,61141,ZAF,Asia-Pacific Group,RBAP,2018,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1650000,1210424,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2853,90545,ZAF,Asia-Pacific Group,RBAP,2018,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",840000,725581,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2854,96730,ZAF,Asia-Pacific Group,RBAP,2018,Leapfrogging markets to high efficiency products,Leapfrogging South Africas markets to high efficiency LED Lighting and high efficiency distribution transformers.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",84800,32367,"[13, 7, 9]",['Enhance national prevention and recovery capacities for resilient societies'],['Global Environment Fund Truste'],Non-VF,189208
2855,71217,ZAF,Asia-Pacific Group,RBAP,2018,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",33224,32324,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2856,95161,ZAF,Asia-Pacific Group,RBAP,2018,Centre for Trade & Regional Industrialisation,The purpose of this initiative is to institutionalize the experience and knowledge acquired from 20 years of trade negotiations,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",10000,10000,"[1, 7]",['Keeping people out of poverty'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,61826
2857,61141,ZAF,Asia-Pacific Group,RBAP,2019,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",889846,831325,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2858,90545,ZAF,Asia-Pacific Group,RBAP,2019,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",657762,570188,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2859,71217,ZAF,Asia-Pacific Group,RBAP,2019,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",25846,25873,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2860,96730,ZAF,Asia-Pacific Group,RBAP,2019,Leapfrogging markets to high efficiency products,Leapfrogging South Africas markets to high efficiency LED Lighting and high efficiency distribution transformers.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",4800,81593,"[13, 7, 9]",['Enhance national prevention and recovery capacities for resilient societies'],['Global Environment Fund Truste'],Non-VF,189208
2861,90545,ZAF,Asia-Pacific Group,RBAP,2020,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",1436932,608029,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2862,61141,ZAF,Asia-Pacific Group,RBAP,2020,Market Transformation through Energy Efficiency Standard,The primary objective of the project is to reduce greenhouse gas (GHG) emissions caused by the electricity consumption of household appliances in South Africa,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",125364,400733,"[7, 9]",['Others'],['Global Environment Fund Truste'],Non-VF,5130997
2863,71217,ZAF,Asia-Pacific Group,RBAP,2020,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",15315,18217,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2864,90545,ZAF,Asia-Pacific Group,RBAP,2021,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",998013,793306,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2865,129870,ZAF,Asia-Pacific Group,RBAP,2021,UNDPS CLIMATE PROMISE:ENHANCING NDCs BY 2021,The project aims to ensure that South Africas updated NDC to the Paris Agreement and its implementation is gender responsive.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",216000,24078,"[13, 7]",['Close the energy gap'],['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,271336
2866,71217,ZAF,Asia-Pacific Group,RBAP,2021,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",66001,61031,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2867,140860,ZAF,Asia-Pacific Group,RBAP,2022,4th National Communication & 5th Biennial Update Report,The project aims to support the South Africa to prepare and submit its Fourth National Communication (NC4) and Fifth Biennial Update Report (BUR5) that comply with the United Nations Framework Convention on Climate Change (UNFCCC) reporting requirements.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",486000,0,"[13, 7]",['Close the energy gap'],['UNITED NATIONS ENVIRONMENT PROGRAMME'],Non-VF,486000
2868,129870,ZAF,Asia-Pacific Group,RBAP,2022,UNDPS CLIMATE PROMISE:ENHANCING NDCs BY 2021,The project aims to ensure that South Africas updated NDC to the Paris Agreement and its implementation is gender responsive.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",55336,164783,"[13, 7]",['Close the energy gap'],['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,271336
2869,71217,ZAF,Asia-Pacific Group,RBAP,2022,Climate Change and Greening South Africa’s Economy,"The project aims to provide project management services to the government in realizing its national priorities of greening the South African economy focusing on promoting sustainable energy for all, and enhancing biodiversity management","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",35574,25103,[7],"['Others', 'Close the energy gap']","['Global Environment Fund Truste', 'GOVERNMENT OF DENMARK', ""UNITED NATIONS CHILDREN'S FUND"", 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,511516
2870,90545,ZAF,Asia-Pacific Group,RBAP,2022,South African Wind Energy Project Phase II,"Support government to promote the creation of green jobs, increased energy production from renewable sources, greater energy efficiency and increased reliance on low carbon development.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}, {'code': '5', 'name': 'Risk Reduction'}]",32300,164514,"[13, 7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,5217670
2871,64185,SSD,Asia-Pacific Group,RBAP,2012,2.2 Environment and Sustainable Energy,Protected Area Network Management and Building Capacity in the Post-conflict Republic of South Sudan,"[{'code': '1', 'name': 'Inclusive Growth'}]",163311,157871,[],['Others'],"['UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,389414
2872,61414,SSD,Asia-Pacific Group,RBAP,2012,Environment and Sustainable Energy Capacity Dev.,PIP - Environment and Sustainable Energy Capacity Development Project,[],0,-625,[],['Others'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,0
2873,64185,SSD,Asia-Pacific Group,RBAP,2013,2.2 Environment and Sustainable Energy,Protected Area Network Management and Building Capacity in the Post-conflict Republic of South Sudan,"[{'code': '1', 'name': 'Inclusive Growth'}]",190641,163696,[],['Others'],"['UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,389414
2874,64185,SSD,Asia-Pacific Group,RBAP,2014,2.2 Environment and Sustainable Energy,Protected Area Network Management and Building Capacity in the Post-conflict Republic of South Sudan,"[{'code': '1', 'name': 'Inclusive Growth'}]",0,1700,[],['Others'],"['UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,389414
2875,64185,SSD,Asia-Pacific Group,RBAP,2015,2.2 Environment and Sustainable Energy,Protected Area Network Management and Building Capacity in the Post-conflict Republic of South Sudan,"[{'code': '1', 'name': 'Inclusive Growth'}]",35462,27575,[],['Others'],"['UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,389414
2876,95140,SSD,Asia-Pacific Group,RBAP,2016,Climate Change Adaptation and Renewable Energy Project,Climate Change is one of the most important threats to the development of South Sudan. Studies estimate that temperature rise in the country will be two and a half times higher than the global average.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",280000,124783,"[13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,465000
2877,95140,SSD,Asia-Pacific Group,RBAP,2017,Climate Change Adaptation and Renewable Energy Project,Climate Change is one of the most important threats to the development of South Sudan. Studies estimate that temperature rise in the country will be two and a half times higher than the global average.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",185000,275904,"[13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,465000
2878,95140,SSD,Asia-Pacific Group,RBAP,2018,Climate Change Adaptation and Renewable Energy Project,Climate Change is one of the most important threats to the development of South Sudan. Studies estimate that temperature rise in the country will be two and a half times higher than the global average.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",0,6452,"[13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,465000
2879,95140,SSD,Asia-Pacific Group,RBAP,2020,Climate Change Adaptation and Renewable Energy Project,Climate Change is one of the most important threats to the development of South Sudan. Studies estimate that temperature rise in the country will be two and a half times higher than the global average.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",0,-1750,"[13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,465000
2880,61752,LKA,Asia-Pacific Group,RBAP,2012,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",54713,39554,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2881,60016,LKA,Asia-Pacific Group,RBAP,2012,Promoting Sustainable Biomass Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio-Energy Technologies,[],0,6600,[],['Others'],['Global Environment Fund Truste'],Non-VF,0
2882,61752,LKA,Asia-Pacific Group,RBAP,2013,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",94215,50629,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2883,62498,LKA,Asia-Pacific Group,RBAP,2013,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",18350,2816,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2884,62498,LKA,Asia-Pacific Group,RBAP,2014,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",296372,92612,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2885,61752,LKA,Asia-Pacific Group,RBAP,2014,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",107817,66452,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2886,79448,LKA,Asia-Pacific Group,RBAP,2014,Energy Generation preparatory grant,PPG stage - The final output of the initiation plan will be a UNDP-GEF project document and GEF CEO endorsement letter  ready for the submission to GEF Secretariat.,[],80000,78339,[],['Others'],['Global Environment Fund Truste'],Non-VF,101661
2887,62498,LKA,Asia-Pacific Group,RBAP,2015,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",237055,207818,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2888,79409,LKA,Asia-Pacific Group,RBAP,2015,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",162700,30736,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2889,61752,LKA,Asia-Pacific Group,RBAP,2015,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",85671,17856,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2890,83575,LKA,Asia-Pacific Group,RBAP,2015,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",68128,57374,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
2891,79448,LKA,Asia-Pacific Group,RBAP,2015,Energy Generation preparatory grant,PPG stage - The final output of the initiation plan will be a UNDP-GEF project document and GEF CEO endorsement letter  ready for the submission to GEF Secretariat.,[],21661,19762,[],['Others'],['Global Environment Fund Truste'],Non-VF,101661
2892,79409,LKA,Asia-Pacific Group,RBAP,2016,Energy generation NAMA,"The Project is to introduce energy sector bottom-up data collection process for GreenHouse Gas (GHG) inventorying process, systematic prioritization process of energy NAMAs, MRV (Monitor, Report and Verify) for energy sector mitigation actions.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",564800,255168,"[13, 7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2217228
2893,62498,LKA,Asia-Pacific Group,RBAP,2016,Biomas Energy Production,Promoting Sustainable Biomass Energy Production and Modern Bio Energy Technologies. Promotion of the usage of biomass generated energy as a substitute for imported fossil fuels and reduce carbon footprint.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",408508,283807,"[7, 9]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1413692
2894,61752,LKA,Asia-Pacific Group,RBAP,2016,Phasing out-Hydro chlorofluorocarbons,The objectives of this project are to phase-out HCFC 141b thus contributing to Sri Lankas compliance with 2013 and 2015 control targets for HCFCs.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",77608,45090,"[13, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,626544
2895,83575,LKA,Asia-Pacific Group,RBAP,2016,Institutional Strengthening-Phase X-XIII,Extension of the Institutional Strengthening of Phase out of Ozone Depleting Substances under the Montreal Protocol- Phase X-XIII (2015-2022),"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",76683,73105,"[12, 15, 7, 9]",['Close the energy gap'],"['MONTREAL PROTOCOL', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,684554
